category,summary
6,"환자에게 두 가지 약을 함께 복용할 필요 없이, 먹을 때 따로 먹는 것이 좋다고 이야기했다."
5,환자는 여기서 술을 많이 먹지 않는다.
6,환자가 술자리가 많이 없는 느낌이지만 현재는 그렇지 않다고 말했다.
5,"식물 추출물은 위장과 간에 좋은 영향을 줄 수 있으며, 식사 전에 섭취하는 것이 좋다."
6,"환자가 와이프가 매일 먹는 약들과 비교해, 자신이 간헐적으로 복용하고 있는 영양제에 대해 이야기했다."
6,"환자가 증상이 많다고 느끼고 있는데, 문제가 있는 부분을 이곳부터 살펴보는 게 좋을 것 같다고 안내받았다."
6,환자에게 중요한 내용을 전달해야 함.
6,"환자는 프로페쉬와 판토시기를 처방받았고, 꾸테머 때문에 꾸준히 복용 중이다."
2,의사들이 모여 있는 곳에서 고지얼증 약을 받았지만 깜빡하고 먹지 않았음. 약 번거로워서 일로 온 다음에 받기로 함.
5,"환자가 병원을 방문하여 기획이 있어 고지얼증 약을 현재 먹지 않고 있다고 전달했으며, 작년 건강검진 결과와 이데 약 복용에 문제가 없다고 느낀다."
5,환자가 최근 한두 달 사이에 금연을 시도하고 있지만 운동은 꾸준히 하고 있다.
5,"환자는 매일 꾸준히 운동을 하고 있으며, 아침에 일찍 출근해야 하기 때문에 일정을 조절하고 있다."
5,"환자는 술자리가 줄어들어 피 검사 한 번 받고, 약 복용 여부를 결정해야 한다고 느낌."
5,약을 끊은 지 두 달 동안 눌러졌던 증상이 거의 없어졌으므로 생활에 큰 영향을 받지 않을 것이다.
5,"고지혈증은 내과에서도 피를 뽑아서 검사할 수 있는 질병이며, 건강검진 날짜가 어려울 경우 내과에서도 검사 가능하다."
5,당신이 그때 생활을 제대로 관리하지 않아서 음주 등이 영향을 미쳤을 것이다.
5,가족력 때문에 혈액 수치가 좋아졌는데도 여전히 높은 채로 유지되는 경우가 있음.
5,혈관이 막히는 증상이 있으므로 빨리 검사를 받아보는 것이 좋다.
6,환자가 보여준 것들은 신중하게 선택한 것이라고 생각한다.
6,환자의 와이프가 약물을 겹치지 않게 하나씩 먹도록 조언함.
6,환자가 제품을 골라 구매하는 것에 관심이 많다.
5,환자가 제시된 음식을 섭취하는 것이 건강에 도움이 될지 장담할 수 없다고 생각합니다.
5,"환자가 매일 짜죽을 먹고 있고, 이에 대해 어떻게 생각하는지에 대해 이야기함.환자는 매일 짜죽을 먹는 것에 대해 고민하고 있음."
1,"환자가 유산견에게 아침마다 물을 먹이고, 으꿈을 먹이며 프로피시와 팔트미시즌을 투여하고 있다."
6,"환자는 집에 있는 음식을 꾸준히 먹고, 다양한 종류의 반찬을 한 번에 먹는 것이 위험하지 않다고 말했다. 그러나 너무 많이 먹으면 위험할 수 있으니 조심해야 한다."
5,"항산화제를 많이 복용 중이고, 글루타치온과 비타민 C이다."
3,"환자가 코그엔자인, 큐텐, 스피룰리나 등 항산화 효과가 있는 약물을 고르면서 환자가 항산화에 집중한 것 같다."
5,환자가 노화방지 제품을 많이 선택하고 있다.
5,"유산균을 별도로 섭취하여 장 건강을 유지하는 것이 중요하며, 장 상태가 좋지 않다는 느낌이 들 때는 더 유의해야 한다."
6,"- 환자의 와이프가 유산균 음료를 마셨는데, 가격이 비싸다고 함."
5,한 달에 몇 만원짜리 유산균을 가족들이 챙겨 먹는 것이 좋다.
5,대장 건강이 중요하며 변비와 설사가 있는 경우 유상균 검사가 필요하다.
5,장에서 균들이 싸워서 문제가 생기면 해결되고 나면 비타민도 생산된다.
5,"소장은 음식물로부터 영양소를 흡수하는 구간이며, 건강을 좋게 하는 데 유익균이 쓰이고 정신건강에도 도움을 준다."
3,장에서 분비되는 기분 좋은 호르몬 물질들이 신호를 주는 것을 알려줘야 함.
5,장이 좋아지면 우울증에 대한 방어력도 높아진다.
6,유상균은 중년 이후에 꾸준히 복용해야 한다.환자에게 권장한다.
1,다양한 종류의 약을 매일 꾸준히 복용하는 것은 중요하다.
6,"불안함 없이 조금 더 골고루 식사해야 하며, 우선적으로 코인 자임 큐 텐을 강조하고 있습니다."
5,"고지혈증 약을 오래 복용하면 코엔자임 큐텐을 소비하게 되고, 이는 인간이 태어날 때부터 갖고 있는데 심장을 활성화시키는 역할을 합니다."
3,"산화물질로부터 혈관을 보호하는 역할을 하는 향산한 물질이 필요하며, 이는 약을 많이 복용할시 소모되므로 보충이 필요하다."
5,"환자는 코인자인드 텐과 유산균을 우선순위로 두는 것이 중요하다고 생각하며, 아침에는 간단히 저녁에는 두유와 견과류를 섭취하는 것으로 식사를 대체한다."
5,"식사 후 야채를 먹는 것이 좋으며, 식사를 거르면 안 좋다."
2,환자는 도착까지 지나치게 자지 않으려고 10시 반에서 11시에 잘겠다고 계획 중이다.
6,환자가 아침에 일찍 일어나서 시간이 부족하기 때문에 식사를 건너뛰는 것이 좋다고 말했다. 이는 칼로리를 줄이는 데 도움이 된다.
6,환자가 해당 증상을 경험하고 있으며 자기도 비슷한 경험을 한다고 말했다.환자가 증상을 인지하고 있고 도움을 요청하고 있다.
5,서울시에 있는 식사의 칼로리가 권장량을 이미 초과한 것으로 보입니다.
5,"환자는 아침에도 식사를 무료로 받고, 운동을 하면 식사가 잘 들어가기 때문에 식사량이 그리 많지 않다고 생각한다. 체중적으로도 좋은 상태라고 생각하고 있다."
5,근육량이 많고 관리를 잘하고 있는 것 같습니다.
5,"고지혈증과 비만으로 인한 질병 예방을 위해 근육량이 중요하며, 나이가 들면 이러한 질병의 발생 가능성이 높아진다."
5,"근육량을 늘리면 당뇨 관리가 쉬워지고, 근육을 유지하지 않으면 식사 제어해도 효과가 없다. 운동은 중요한 습관이다."
6,포항으로 이동하는 길이 막힐 수 있으니 일찍 출발해야 한다.
5,"환자는 10명이 함께 운동을 하지만, 건물 내에 운동하는 것이 불편하며 각자 따로 떨어져 있는 건물에서 운동하는 것이 편리하다."
5,"건물에 늦게 도착하면 일찍 오라고 하며, 처방을 받기 위해는 5시 반에 도착해야 한다."
5,"환자가 이전에 오고 지금 운동하고 씻고, 6시 반부터 식사 시작한다."
5,식사리를 먹으면 일찍 생활을 시작할 수밖에 없다.
7,인천에서 차가 늦게 나오면 소음이 심하게 들린다.
5,"환자는 50분 안에 올라가야 하고, 치장이 중요하며 수면 중간에 깨는 것은 피곤하다."
6,환자가 한 대 6 시간 동안 잘 자면 문제 없지만 중간에 한 번 깨는 경우가 있다고 함.
5,소변이나 다른 것에 물을 먹으면 안 된다.
5,저녁 이후에 물을 많이 마시면 소변을 자주 보게 된다.
6,"새벽에 소변 보면 피곤하고, 공복으로 잤을 때 더 푹 잔다."
5,"운동을 하지 않으면 뇌에도 영향을 미치며, 식사에 따라 잠을 자는 것도 달라질 수 있다."
5,저녁에 약속이 있거나 해서 조금 더 탄수화물 위주의 식사를 권장함.
5,탄수화물은 소화 속도가 빠르기 때문에 혈당이 빨리 오르고 빨리 떨어진다.
5,"혈당이 급격히 떨어질 때 몸이 위기 상태에 놓일 수 있으며, 이로 인해 수면 중에 깨어날 수 있음."
5,"식사 시 탄수화물을 줄이면 수면의 질이 더 좋아지고, 저녁에는 고기나 채식을 먹는 것이 좋음. 쌀이나 밀가루보다는 계란이나 당근 등을 섭취하는 것이 좋고, 탄수화물을 줄이면 더 숙면에 도움이 됨."
5,술을 마시면 더 잘 자는 것 같지만 그것은 잘못된 행동이다.
5,설만 시간에는 중간에 숙면제를 더 추가해야 한다.
5,"술을 마시면 깊은 수면에 들기 어려워지지만, 술은 잠들기 쉬운 수면을 유도할 수 있음. 램수면에 도달하는데 방해가 될 수 있다."
6,"수면 마취의 효과가 충분하지 않을 때는 수면이 튀어나올 수 있으며, 술을 마시면 수면의 질이 떨어질 수 있다.산부인과 진료 중에는 의사의 지시에 따라 제대로 수면을 취해야 한다.신경주사/마취시스템/안정화작용이 부족할 경우 수면이 나오지 않을 수 있다."
6,수면 중 방해 요인으로 백색소음을 틀거나 역사서 등을 읽어주는 것도 동의를 받은 적이 있다.
6,"환자가 재미있는 이야기를 듣다가 잠이 들기도 하지만, 최근에는 그로인해 잠을 이루지 못하는 상황이 생겨서 이야기를 듣지 않는 것이 좋을 것 같다고 말했다."
6,"생각이 많은 사람들은 생각을 하나로 모아 정신을 단순화할 수 있으며, 이것은 잠에 도움이 되고 없는 것이 더 좋을 수 있다."
6,"환자는 현재 생각이 많고 수면에 지장을 주는 영상을 보는 것보다는 다른 방법을 찾고 있으며, 잠이 오지 않을 때 어떻게 해야 할지 고민 중입니다."
5,"환자는 특정 날짜에 일찍 출근해야 한다고 생각하고 있으며, 이에 대한 준비를 하고 있다."
5,"환자가 이전 밤 일찍 잠자리에 들려고 노력했지만, 아침에 일찍 깼다."
5,"- 환자는 일요일밤에 잠을 이루기 힘들어서 불안하고 피곤함을 느낌
- 이로 인해 월요일에 대한 걱정으로 더욱 괴로워짐
- 잠을 자는 것이 중요하며, 잠이 안 올 때는 더 피곤해질 수 있음"
5,"환자가 최근 잠을 잘 못 자고 스트레스 받고 있는 상황이며, 2시에 잠을 자고 4시 반에 일어나는 상황이 지속되고 있다. 이로 인해 스트레스와 압박감을 느끼고 있다."
5,잠이 오지 않을 때는 누워서 조금씩 쉬는 것이 좋다.
6,눈을 감고 있는 것만으로도 우리 몸에 피로를 풀어주는 효과가 있다.
6,"환자가 코로나 백신을 맞은 지 2달 넘었고, 거리두기를 잘 지키고 있다고 말했다."
5,임시적으로는 거루를 많이 당할 수밖에 없으므로 아침 일찍 운동하고 식사를 챙겨 먹어야 한다.
6,"환자가 한 달 동안 과로로 피곤하다고 말했으며, 7시 전에 사무실에 와서 신문을 읽으라고 권유하였다."
5,"환자가 중간에 간 졸음을 경험했지만 지금은 나아졌으며, 일찍 자고 수면 시간을 늘리는 것이 좋다고 함."
5,"환자가 11시에 주무르고도 5시 반에 일어나야 하는데, 그 전에 40분에서 50분 일찍 일어나야 한다."
5,"8시간 이상 자는 것이 중요하고, 6시간 이하로 자면 첫 전적이 없는 것 같다."
5,"5시간 넘어가면 깨지는 느낌을 느끼는데 평일에는 적절한 시간에 자야 하고, 주말에는 낮잠을 자도 괜찮다."
5,"환자는 낮에 잘 수 없어서 피곤한 상태이며, 나아가서 버티고 있다."
6,환자가 좋은 일을 하고 있다는 사실을 인정해주는 것이 중요하다.
6,"환자는 처음으로 기업에 와서 일을 하는 중이며, 연구원들은 대부분 과제로 인해 스트레스를 받고 있다."
6,환자가 어떤 지인이 추천한 영양제를 시도해보려고 한다.
6,환자가 회사 일부를 구입하여 주고받는 것이 효과가 좋았다.
4,"임의로 약을 주는 것은 부작용이나 오남형의 가능성을 감안해야 하며, 회사가 이에 대한 책임을 부담할 수도 있다."
6,환자에게 상담 서비스를 시도해보기로 하는 상황 후 일단은 다른 것은 생각하지 말라고 안내함.
6,직원들을 위한 공채 키트를 만들어서 문제 없는 것으로 제작해야 함.
5,"- 약에만 의존하는 건 안 좋다고 생각해서 영양제를 추천함
- 운동도 중요하다고 강조함
- 대면 상담이 어려울 때는 복리우생을 고려함"
1,"영양제는 주로 환자에게 반짝하는 영양제를 제공하며, 이는 효과적인 선택이다."
6,영업직이나 약국과 같은 직군에서 효과를 빨리 보고 싶어하는 환자들은 비영리 기관보다는 큰 규모의 약국과 계약을 많이 선호하는 경향이 있습니다.
6,환자가 상담을 받다가 결국 추천 역량제를 많이 받게 된다.
6,"환자가 미래에 또 수술을 받게 된다면, 특정 물건을 가지고 와야 한다는 내용을 전달받음."
6,상담 후에 각 환자에게 맞춤형으로 추천 영양제를 제공할 수 있을 것으로 보인다.
6,환자가 해당 약을 다른 약국에서 받을 수 있다는 것에 동의함.
6,의료진이 환자에게 양성결과가 나왔음을 알려줘야 함.
6,영양제 복용 시 다른 약물과의 상호작용과 부작용이 발생할 수 있으며 이는 흔한 경우도 있을 수 있다.
6,"의사가 환자에게 의외로 많은 영양제를 복용하고 있는데, 월급으로 충분히 영양제를 구입할 수 있기 때문에 의사가 제품을 권하는 것이 필요한지 의심하고 있다."
6,환자는 자신이 구매한 제품을 어떻게 활용할지 상의하는 것이 더 좋은 것 같다고 느낍니다.
6,환자에게 쉬운 방법을 제안하고 있다.
5,"환자는 방문해서 받은 영양제가 버려지는 상황에 대해 이야기하며, 선물 받은 영양제가 실제로 자신에게 맞는지 확신이 없다고 말했다."
6,"상담 시간은 30분 또는 15분이며, 윤소진 과장이 시간 뒤에 있어서 대기 중이라고 함."
6,환자가 상담 내용을 치드백 받기 위해 장소를 이동하겠다고 전달함.
6,"환자가 말한 내용은 영어가 모두 소문자로 되어 있으며, 일정에 대한 칭찬과 다른 것이 다 똑같다는 언급이 있다."
2,"환자는 하루에 약을 두 알씩 복용해야 하며, 사무실에서 늦게 약을 복용할 예정이라고 말했다."
6,"환자가 가습기를 가져갈지 어떻게 할지 물어보고, 이전 상담자에 대한 언급을 한다. ""환자가 가습기를 가져갈지 물음."" ""이전 상담자에 대한 언급."""
6,"환자가 선생님께 서둘러서 쫓아갈 것인지 물어보고, 천천히 앞을 보는 것이 중요하다고 안내를 받음."
7,"환자는 6주 동안 10분씩 들어야 할 것으로 생각하고, 세 개의 판이 끝나면 카페에서 다음 일정을 정리하고 가야 한다고 말했다."
6,"환자에게 밭을 마치고 정리된 얘기를 보내줘야 하고, 이를 통해 만족도가 더 좋아질 것으로 예상됨."
6,환자가 이메일 수집과 대화 정리로 인해 지쳤다고 전달함.
6,환자가 만족도가 높을 때에도 추가 요청을 할 수 있다는 사실을 전달해야 함.
6,"환자가 말하기에, 사람들이 질문을 많이 하니 넉넉히 시간을 잡아주기를 바람."
6,환자가 다음에도 계속해서 처방받기 힘들다고 불평을 하고 있다.
6,"병원 진료 후 다음이 괜찮다면 긍정적으로 받아들이라고 하지만, 괜히 오버하지 말아야 한다."
6,환자가 돈을 요구하고 있음.
5,환자는 주관적으로 건강하지 않다고 느끼며 항상 피곤하고 부족한 점을 느끼며 살이 찌는 것 같다고 느낍니다.주변 사람들은 그런 질병이 없다는 말을 하지만 환자는 여전히 건강하지 않다고 느낍니다.
6,환자는 현재 정보가 많아지면서 듣는 내용도 증가하고 있다고 언급하고 있다.
5,"환자가 먹는 음식을 확인받고 싶어하며, 잘 못 먹는 경우가 많다."
6,환자가 그동안 시도한 다양한 치료들이 효과가 없었다는 것을 언급함.
6,환자는 더 문제가 뭔지 알고 싶지만 시간이 부족하다고 느낀다.
6,"환자의 상태가 확인이 필요하며, 확인이 가능할 것으로 보입니다."
6,환자가 과거에 구매한 내역을 확인하고 지우기 위해 현재 확인 중이라고 함.
5,"환자가 자신에게 최적인 음식 및 증상을 알고 싶어 하고, 피곤할 때 드러난 증상과 음식 선호도를 청취하여 진단에 도움을 얻고 싶어 한다."
6,"의료 전문가가 환자에게 확률적으로 결핍된 영양소를 확인하고, 이에 맞게 올바른 식이 권고를 하고 있다."
6,환자에게 이렇게 제안할 수 있음.
6,10억은 부족하고 리지가 적기 때문에 어려움이 있을 수 있음.
6,환자가 다양한 사람과 이야기하는 것이 도움이 될 수 있다고 말함.
6,환자는 신충 랜덤이 필요한 사람으로 보이지만 본인은 그렇게 느끼지 않는다. 하지만 참고로 해보는 것이 좋다.
6,"오정 실장님은 업무를 제대로 수행하지 못하고, 타자의 희생을 초래했다."
5,환자의 질병 상태가 의외로 심각하지 않고 백인고 의사도 동의한다.
5,환자가 술을 많이 마셔서 피로를 느끼고 감기에 걸렸다.
5,환자는 현재 질병 상태가 특별히 심각하지는 않지만 건강을 유지하기 위해 노원경 선생님과 계속 대화를 나누고 효과를 확인하고 싶어 합니다. 이제 하는 일에 대해 얘기하고 효과를 확인받고 싶어 합니다.
5,"환자는 3달 동안 처방받은 약으로 머리 탈모를 치료 중이며, 이 약은 머리 털이 쌓이지 않는다고 하지만 환자는 이전에 비슷한 약을 사용했을 때 다른 결과가 있었다고 언급했다."
3,"환자가 비타민 캐나민을 복용 중인데, 이는 비타민 B와 섭짓이 두드러기에 도움이 된다."
6,"마그네슘과 비타민 B를 추천받아서 먹었지만 먹지 않은 상황이며, 특정 증상이 발생할 수 있지만 대부분은 발생하지 않는다고 함."
5,비타민 B는 음식물에 풍부하게 들어있어 이미 충분히 섭취하고 있다.
2,"환자가 현재 복용하고 있는 약물을 계속 복용해도 무방하며, 탈모는 3개월 복용 후 2개월 정도 머리카락이 빠지는 상태이다."
6,환자는 잔머리가 나긴 났지만 여자는 1년은 들고가야 된다고 하더라고요.
2,"- 환자는 장기를 복용해야 하고, 특히 호르몬제를 유의해야 함
- 현재 환자는 호르몬제를 전혀 복용하고 있지 않음"
6,호르몬제가 없는 것을 알려줘야 함.
5,"트레논은 장기 병용을 피해야 하며, 탈모 치료를 위해 보통 3개월 복용 후 중단하는 것이 일반적이다."
3,환자에게 피지 분비를 조절하는 내용이 전달되었습니다.
5,"처방된 약을 복용하면 피지 분비가 줄어들어 두피가 건조해질 수 있으며, 이는 탈모 원인인 염증을 완화시키지 않고 오히려 악화시킬 수 있음. 이 약은 피부 전체에 영향을 미치며, 피지는 주름을 방지하는데 중요한 역할을 함."
5,"피부 기름기 조절이 중요하며, 무분별한 화장품 사용은 피부를 건조하게 만들 수 있음. 근유를 하면 냄새 감소 효과가 있음."
5,피지가 쭈니면 덜 나고 괜찮아 보이니까 안 모아도 괜찮을 것 같다.
6,"환자는 6개월 후 다시 병원을 방문할 예정이며, 10월에 그때 다시 상담을 받아야 한다."
6,"환자가 오메가 3을 먹으면 좋을 것으로 예상되며, 캐라민은 머리카락의 질을 좋게하는 역할을 한다. 발모를 돕는 것은 리녹시들이 역할을 하는 것이다."
5,머리가 자라도록 해주는 제품을 사용하면 머리카락이 튼튼하게 자랄 수 있다.
6,"- 로스를 사용해야 한 이유는 유상균을 방지하기 위함이며, 랍로스는 유상균과 관련이 있다.
- 몸은 균으로 이뤄진것이며, 머리에도 균이 살 수 있다."
5,"유해 세균을 방어하기 위해 캐라인 흡수가 더 잘 되도록 함. 최근에는 아르기닉 식품을 선호하며, 아르기닌과 비타민을 함께 복용하면 피로가 덜해진다는 경험이 있음."
3,아르기닌은 피로감을 줄이고 근육 피로도를 빠르게 회복시키는데 도움이 되는 약이며 갱년기 증상은 아직 확인되지 않았다.
5,땀이 많아지고 머리와 목 뒤에 땀이 나면 갱년기와 관련된 증상일 수 있다.
6,"다음 주 건강검진 때 여성호르몬 검사를 받게 될 경우, 여성호르몬 처방을 받으면 어떻게 해야 하는지 궁금해하는 상황."
3,여성호르몬 수치가 낮아 약을 복용해야 하며 이는 많은 유익한 효과가 있다.
5,"골다공증을 예방하고 갱년기 증상을 완화할 수 있지만, 여성 호르몬을 복용하면 유방암 발생 위험이 증가한다."
5,유방암 검사 주기를 유지하면서 약물을 복용해야 합니다.
5,"유방암은 누구에게나 생길 수 있고 자주 검사하면 초기 발견 가능성이 높아지는데, 이는 장점이자 단점이다."
5,"환자는 1년에 한 번씩 치과에 가는 것이 맞지만, 더 자주 가야 할 필요가 있는지 확인이 필요하다."
5,"골다공증 예방과 노화 지연의 장점이 있다.노화는 더 느리게 오게 하고, 골다공증을 예방하는 데 도움이 된다."
5,호르몬 수치가 채워지면 갱년기 증상이 수월하게 지나갈 수 있다. 호르몬 수치를 조절하는 것이 중요하다.
5,"떨어져 있는 상태로 약물치료가 유익하다고 판단되며, 검사 후 결과에 따라 진행할 것이라고 함."
5,치료 기간이 길어질수록 호르몬 치료를 받는 환자의 유방암 발생 확률이 높아진다.
5,"갱년기는 특정한 기간을 말하며, 여성의 건강과 변화에 영향을 미칩니다."
3,호르몬 수치가 급격히 떨어지면 신체 변화에 적응을 못해서 힘든 것이다.
5,갱년기 기간 동안 호르몬 치료를 하지만 일회적이며 일시적임을 인지해야 함.
5,오메가 3과 인가 3은 뼈 건강을 돕는데 도움이 된다.
6,"환자가 답변으로 ""예""를 전달했다."
5,오메가 3는 우리 몸에서 호르몬을 만들 때 필요한 재료이므로 검사와는 상관없이 섭취해도 좋음. 연어나 큰 참치는 누적된 해로운 물질이 있어 장기 복용시 안 좋을 수 있으므로 정어리나 멸치에서 오메가 3를 섭취하는 것이 좋음.
6,캐나다산 멸치와 정어리 제품이 많이 판매되고 있다.
6,의료기록에서 원료의 출처가 표시되는 것은 의무가 아니다.
6,어유를 함께 섭취해야 함을 알려줘야 함.
6,"환자가 알지 못하는데, 사실 가성비가 더 낮은 큰 거에서 추출하는 것이 가성비가 더 높다."
6,"요즘은 작은 생선에서 추출되는 시간이 짧고, 생각보다 짧다."
6,환자는 강의를 참여한 사람들이 재미있어하며 다행해하는 모습을 보여줌.
6,환자가 공부를 많이 한 사람들과 함께 있는데 어느 정도 수준을 맞출지 고민하고 있음.
6,"환자의 부모님도 대학을 졸업하고 좋은 직장에 있었지만, 처음 경험해보는 일에 대해 이해를 못하는 모습을 보여줌."
6,의외로 알고 있는 것도 유헨함.
6,특정 성별이나 나이에 맞는 영양제가 유용하다는 것은 잘못된 상식이며 주 마케팅 전략일 뿐이다. AG 50과 같은 제품은 없어도 된다.
6,의사가 환자에게 충분한 시간을 주지 않아서 환자가 말을 못 마무리했다.
6,환자가 전달하고자 하는 메세지에 혼동이 있어서 명확히 하고 싶어하는 상황이다.
6,영양제는 누가 먹느냐에 따라 수접이 달라진다. 남성과 여성에 따라서 영양제 종류는 다를 수 있다.
6,강의를 준비할 때 고민이 있었음.
6,"환자는 비타민 B와 오메가 3, 그리고 마그네슘을 복용하는데 가장 권장하는 비타민은 마그네슘이었다."
7,"환자는 과거에 수면에 문제가 있었지만 요즘은 잘 자는 편이라고 말하며, 더워서 잠을 제대로 못 자는 경우가 있다고 언급했다."
5,"- 환자가 수면에 문제가 있고, 수면에 도움을 주는 약을 찾고 있음."
6,환자가 현재 약을 복용하고 있거나 티트레이트나 첼린의 약을 먹었던 경험이 있다고 함.
5,"환자는 최근 잠을 잘 못 자는 문제가 있었고, 이로 인해 몸 상태가 변화한 것 같다고 언급했다. 이에 대해 더 알아봐야할 필요가 있다."
6,"환자가 약을 필요할 때마다 찾아가서 먹지 말고 의사에게 처방을 받아야 하며, 잠이 안 올 때는 특히 도움이 된다. 약을 갖고 와서 나중에 사용할 예정이다."
6,환자가 배너를 정리해놓았지만 수거와 수약을 끝내는 것을 잊어 사람들이 가져오지 않았다.
6,환자가 개인 정보이기 때문에 담당자가 아닌 정 선생님에게 직접 전달해달라고 요청하고 있습니다.
6,신청 시 개인정보 노출 우려로 거부하는 사람들이 많다.
7,"환자는 다른 사람들과 함께 모여서 이야기하기를 원하며, 민감한 정보는 개인적으로 전달받거나 직접 전달받지 않아도 된다고 말했다."
6,환자는 애언님과 함께 2층의 구 비즈니스 센터로 이동하여 모여야 함.
6,환자가 감사의 인사를 전하고 있다.
6,환자가 준비를 마치면 이 배를 가져올 것이라고 말했다.
